,Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P_FGA%,0-3_FGA%,3-10_FGA%,10-16_FGA%,16-3P_FGA%,3P_FGA%,2P_FG%,0-3_FG%,3-10_FG%,10-16_FG%,16-3P_FG%,3P_FG%,2P_FGast,3P_FGast,Dunks_%FGA,Dunks_#,Corner_%3PA,Corner_3P%,Heaves_Att.,Heaves_#,Year,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,GREATEST_75_FLAG,Quartile,FIRST_2,NEXT_2,Improved
17,Cameron Payne,PG,21.5,OKC,44.0,580.0,0.371,16.200000000000003,0.5775,0.1345,0.1645,0.15100000000000002,0.1275,0.4225,0.4065,0.40249999999999997,0.4245,0.44799999999999995,0.361,0.319,0.1785,0.815,0.002,0.5,0.186,0.365,1,0,2016,1626166.0,Cameron,Payne,Cameron Payne,"Payne, Cameron",C. Payne,cameron-payne,1994-08-08T00:00:00,Murray State,USA,Murray State/USA,75.0,183.0,8.0,Guard,Active,Y,1610612749.0,cameron_payne,2015.0,2023.0,Y,Y,Y,2015,N,2,2,4,Yes
18,Caris LeVert,SF,22.5,BRK,64.0,1550.5,0.4425,13.649999999999999,0.5915,0.297,0.14350000000000002,0.087,0.0645,0.4085,0.5255,0.665,0.33599999999999997,0.44900000000000007,0.383,0.33399999999999996,0.32499999999999996,0.7375,0.047,25.5,0.177,0.3355,1,0,2017,1627747.0,Caris,LeVert,Caris LeVert,"LeVert, Caris",C. LeVert,caris-levert,1994-08-25T00:00:00,Michigan,USA,Michigan/USA,78.0,205.0,7.0,Guard,Active,Y,1610612739.0,caris_levert,2016.0,2023.0,N,Y,Y,2016,N,2,3,3,No
19,Cedi Osman,SF,22.5,CLE,68.5,1558.0,0.4555,15.100000000000001,0.5445,0.267,0.10999999999999999,0.0655,0.10200000000000001,0.4555,0.5375,0.6819999999999999,0.402,0.45,0.386,0.358,0.5085,0.8879999999999999,0.014,6.0,0.3415,0.3385,1,0,2018,1626224.0,Cedi,Osman,Cedi Osman,"Osman, Cedi",C. Osman,cedi-osman,1995-04-08T00:00:00,Anadolu Efes,Turkey,Anadolu Efes/Turkey,79.0,230.0,6.0,Forward,Active,Y,1610612759.0,cedi_osman,2017.0,2023.0,Y,Y,Y,2015,N,3,3,4,Yes
20,Chandler Hutchison,SF,22.5,CHI,36.0,711.0,0.458,8.8,0.772,0.472,0.2435,0.044,0.0125,0.22799999999999998,0.506,0.6,0.372,0.193,0.375,0.29800000000000004,0.62,1.0,0.114,18.0,0.49650000000000005,0.327,3,0,2019,1628990.0,Chandler,Hutchison,Chandler Hutchison,"Hutchison, Chandler",C. Hutchison,chandler-hutchison,1996-04-26T00:00:00,Boise State,USA,Boise State/USA,78.0,210.0,4.0,Forward-Guard,Inactive,N,0.0,chandler_hutchison,2018.0,2021.0,Y,Y,Y,2018,N,2,2,3,Yes
21,Cheick Diallo,PF,20.5,NOP,34.5,390.0,0.5269999999999999,8.100000000000001,1.0,0.3765,0.1985,0.23249999999999998,0.1855,0.0,0.5269999999999999,0.78,0.4345,0.401,0.3065,0.0,0.7455,0.0,0.0945,13.0,0.0,0.0,0,0,2017,1627767.0,Cheick,Diallo,Cheick Diallo,"Diallo, Cheick",C. Diallo,cheick-diallo,1996-09-13T00:00:00,Kansas,Mali,Kansas/Mali,80.0,219.0,6.0,Forward-Center,Inactive,Y,0.0,cheick_diallo,2016.0,2021.0,Y,Y,Y,2016,N,1,1,2,Yes
22,Chimezie Metu,PF,21.5,SAS,23.5,125.0,0.4495,9.3,0.959,0.2975,0.32599999999999996,0.1335,0.202,0.041,0.46950000000000003,0.655,0.479,0.35,0.222,0.0,0.6699999999999999,0.0,0.1795,7.5,0.0,0.0,0,0,2019,1629002.0,Chimezie,Metu,Chimezie Metu,"Metu, Chimezie",C. Metu,chimezie-metu,1997-03-22T00:00:00,Southern California,USA,Southern California/USA,82.0,225.0,5.0,Forward-Center,Active,Y,1610612756.0,chimezie_metu,2018.0,2023.0,Y,Y,Y,2018,N,1,1,3,Yes
23,Clint Capela,C,20.5,HOU,44.5,780.5,0.5325,1.65,0.9984999999999999,0.755,0.2425,0.0,0.0015,0.0015,0.5329999999999999,0.6635,0.1505,0.0,0.0,0.0,0.798,0.0,0.328,54.0,0.0,0.0,0,0,2015,203991.0,Clint,Capela,Clint Capela,"Capela, Clint",C. Capela,clint-capela,1994-05-18T00:00:00,Elan Chalon,Switzerland,Elan Chalon/Switzerland,82.0,256.0,9.0,Center,Active,Y,1610612737.0,clint_capela,2014.0,2023.0,Y,Y,Y,2014,N,1,1,1,No
24,Coby White,PG,19.5,CHI,67.0,1915.0,0.405,16.3,0.511,0.2395,0.1075,0.058499999999999996,0.1055,0.489,0.4515,0.5435000000000001,0.33399999999999996,0.41400000000000003,0.3825,0.3565,0.27749999999999997,0.772,0.009000000000000001,5.5,0.152,0.425,1,0,2020,1629632.0,Coby,White,Coby White,"White, Coby",C. White,coby-white,2000-02-16T00:00:00,North Carolina,USA,North Carolina/USA,77.0,195.0,4.0,Guard,Active,Y,1610612741.0,coby_white,2019.0,2023.0,N,Y,Y,2019,N,3,3,4,Yes
25,Cody Martin,SF,24.5,CHO,50.0,876.0,0.4355,11.6,0.6595,0.438,0.10900000000000001,0.0465,0.066,0.3405,0.5305,0.621,0.437,0.107,0.3095,0.255,0.5660000000000001,0.9095,0.093,15.5,0.475,0.2395,0,0,2020,1628998.0,Cody,Martin,Cody Martin,"Martin, Cody",C. Martin,cody-martin,1995-09-28T00:00:00,Nevada,USA,Nevada/USA,78.0,205.0,4.0,Forward,Active,Y,1610612766.0,cody_martin,2019.0,2023.0,Y,Y,Y,2019,N,1,2,4,Yes
26,D'Angelo Russell,PG,19.5,LAL,71.5,2035.0,0.4075,16.1,0.585,0.16749999999999998,0.13,0.1345,0.152,0.41500000000000004,0.447,0.5725,0.464,0.34650000000000003,0.3835,0.3515,0.265,0.6645,0.0035,3.0,0.138,0.40449999999999997,7,0,2016,1626156.0,D'Angelo,Russell,D'Angelo Russell,"Russell, D'Angelo",D. Russell,dangelo-russell,1996-02-23T00:00:00,Ohio State,USA,Ohio State/USA,75.0,193.0,8.0,Guard,Active,Y,1610612747.0,d'angelo_russell,2015.0,2023.0,N,Y,Y,2015,N,3,3,4,Yes
27,Damian Jones,C,21.5,GSW,12.5,87.0,0.5,7.0,1.0,0.5315,0.1365,0.0225,0.31,0.0,0.5,0.798,0.1665,0.0,0.0715,0.0,0.784,0.0,0.2305,4.0,0.0,0.0,0,0,2017,1627745.0,Damian,Jones,Damian Jones,"Jones, Damian",D. Jones,damian-jones,1995-06-30T00:00:00,Vanderbilt,USA,Vanderbilt/USA,82.0,245.0,7.0,Center,Active,Y,1610612739.0,damian_jones,2016.0,2023.0,Y,Y,Y,2016,N,1,1,1,No
28,Daniel Gafford,C,21.5,CHI,48.5,700.0,0.6925,2.5,1.0,0.7004999999999999,0.273,0.017,0.009,0.0,0.6925,0.7785,0.48949999999999994,0.1665,0.125,0.0,0.708,0.0,0.3965,62.5,0.0,0.0,0,0,2020,1629655.0,Daniel,Gafford,Daniel Gafford,"Gafford, Daniel",D. Gafford,daniel-gafford,1998-10-01T00:00:00,Arkansas,USA,Arkansas/USA,82.0,234.0,4.0,Forward-Center,Active,Y,1610612764.0,daniel_gafford,2019.0,2023.0,Y,Y,Y,2019,N,1,1,1,No
29,Dante Exum,PG,20.0,UTA,74.0,1522.5,0.388,15.399999999999999,0.4775,0.28,0.10250000000000001,0.0275,0.069,0.5225,0.4635,0.641,0.377,0.264,0.2475,0.3045,0.3915,0.9584999999999999,0.053500000000000006,18.0,0.4485,0.29000000000000004,1,0,2015,203957.0,Dante,Exum,Dante Exum,"Exum, Dante",D. Exum,dante-exum,1995-07-13T00:00:00,Australian Institute of Sport,Australia,Australian Institute of Sport/Australia,77.0,214.0,6.0,Guard,Active,Y,1610612742.0,dante_exum,2014.0,2023.0,N,Y,Y,2014,N,2,2,2,No
30,Darius Bazley,PF,19.5,OKC,58.0,1422.0,0.395,13.5,0.5705,0.2965,0.1965,0.0385,0.039,0.4295,0.45099999999999996,0.6125,0.2565,0.31,0.34850000000000003,0.31899999999999995,0.5589999999999999,0.8645,0.0785,34.0,0.275,0.27,0,0,2020,1629647.0,Darius,Bazley,Darius Bazley,"Bazley, Darius",D. Bazley,darius-bazley,2000-06-12T00:00:00,Princeton HS (OH),USA,Princeton HS (OH)/USA,81.0,216.0,5.0,Forward,Inactive,Y,1610612756.0,darius_bazley,2019.0,2022.0,Y,Y,Y,2019,N,3,3,3,No
31,De'Andre Hunter,SF,22.5,ATL,43.0,1348.0,0.44699999999999995,15.2,0.5860000000000001,0.2255,0.131,0.119,0.11,0.41400000000000003,0.518,0.626,0.42999999999999994,0.4265,0.507,0.3405,0.5965,0.9235,0.040499999999999994,14.5,0.331,0.3265,1,0,2020,1629631.0,De'Andre,Hunter,De'Andre Hunter,"Hunter, De'Andre",D. Hunter,deandre-hunter,1997-12-02T00:00:00,Virginia,USA,Virginia/USA,80.0,221.0,4.0,Forward-Guard,Active,Y,1610612737.0,deandre_hunter,2019.0,2023.0,N,Y,Y,2019,N,3,3,4,Yes
32,De'Anthony Melton,PG,20.5,PHO,55.0,1075.5,0.396,13.8,0.64,0.2775,0.16649999999999998,0.0895,0.106,0.36,0.4525,0.598,0.372,0.3925,0.22999999999999998,0.2955,0.4335,0.9375,0.043,14.0,0.21900000000000003,0.388,0,0,2019,1629001.0,De'Anthony,Melton,De'Anthony Melton,"Melton, De'Anthony",D. Melton,deanthony-melton,1998-05-28T00:00:00,Southern California,USA,Southern California/USA,75.0,200.0,5.0,Guard,Active,Y,1610612755.0,deanthony_melton,2018.0,2023.0,Y,Y,Y,2018,N,2,2,4,Yes
33,DeAndre' Bembry,SF,22.5,ATL,32.0,413.0,0.44699999999999995,8.399999999999999,0.7909999999999999,0.5409999999999999,0.12,0.1005,0.0295,0.20900000000000002,0.502,0.5740000000000001,0.272,0.3095,0.9,0.2115,0.5505,1.0,0.091,9.0,0.333,0.28350000000000003,1,0,2017,1627761.0,DeAndre',Bembry,DeAndre' Bembry,"Bembry, DeAndre'",D. Bembry,deandre-bembry,1994-07-04T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,77.0,210.0,6.0,Guard-Forward,Inactive,N,0.0,deandre'_bembry,2016.0,2021.0,Y,Y,Y,2016,N,1,3,2,No
34,Deandre Ayton,C,20.5,PHO,54.5,1709.5,0.5655,6.7,0.986,0.46950000000000003,0.222,0.17099999999999999,0.123,0.014,0.5705,0.729,0.48350000000000004,0.40149999999999997,0.366,0.1155,0.7284999999999999,0.5,0.1635,109.0,0.202,0.25,0,0,2019,1629028.0,Deandre,Ayton,Deandre Ayton,"Ayton, Deandre",D. Ayton,deandre-ayton,1998-07-23T00:00:00,Arizona,Bahamas,Arizona/Bahamas,84.0,247.0,5.0,Center,Active,Y,1610612757.0,deandre_ayton,2018.0,2023.0,N,Y,Y,2018,N,1,1,3,Yes
35,Dennis Smith Jr.,PG,20.5,DAL,61.0,1778.5,0.4115,13.0,0.6745000000000001,0.351,0.106,0.08,0.137,0.3255,0.45599999999999996,0.595,0.28,0.2935,0.345,0.3175,0.221,0.6134999999999999,0.05,35.5,0.0775,0.3185,2,0,2018,1628372.0,Dennis,Smith Jr.,Dennis Smith Jr.,"Smith Jr., Dennis",D. Smith Jr.,dennis-smith-jr,1997-11-25T00:00:00,North Carolina State,USA,North Carolina State/USA,75.0,205.0,6.0,Guard,Active,Y,1610612751.0,dennis_smith_jr,2017.0,2023.0,N,Y,Y,2017,N,2,2,2,No
36,Devin Booker,SG,19.5,PHO,77.0,2419.0,0.423,14.7,0.692,0.20700000000000002,0.129,0.131,0.224,0.308,0.4555,0.6094999999999999,0.427,0.3755,0.3745,0.353,0.394,0.775,0.0165,18.5,0.1635,0.382,1,0,2016,1626164.0,Devin,Booker,Devin Booker,"Booker, Devin",D. Booker,devin-booker,1996-10-30T00:00:00,Kentucky,USA,Kentucky/USA,78.0,206.0,8.0,Guard,Active,Y,1610612756.0,devin_booker,2015.0,2023.0,N,Y,Y,2015,N,3,3,4,Yes
37,Devonte' Graham,PG,23.5,CHO,54.5,1443.5,0.36250000000000004,18.9,0.4165,0.163,0.0945,0.0785,0.08,0.5835,0.40900000000000003,0.5455000000000001,0.28400000000000003,0.315,0.377,0.327,0.3035,0.6555,0.002,2.0,0.11,0.4265,5,0,2019,1628984.0,Devonte',Graham,Devonte' Graham,"Graham, Devonte'",D. Graham,devonte-graham,1995-02-22T00:00:00,Kansas,USA,Kansas/USA,73.0,195.0,5.0,Guard,Active,Y,1610612759.0,devonte_graham,2018.0,2023.0,Y,Y,Y,2018,N,2,3,3,No
38,Domantas Sabonis,PF,20.5,OKC,77.5,1721.0,0.4565,9.95,0.8065,0.37649999999999995,0.215,0.0775,0.138,0.1935,0.481,0.6100000000000001,0.359,0.325,0.4095,0.33599999999999997,0.6805,1.0,0.0605,32.0,0.212,0.4415,0,0,2017,1627734.0,Domantas,Sabonis,Domantas Sabonis,"Sabonis, Domantas",D. Sabonis,domantas-sabonis,1996-05-03T00:00:00,Gonzaga,Lithuania,Gonzaga/Lithuania,82.0,240.0,7.0,Forward-Center,Active,Y,1610612758.0,domantas_sabonis,2016.0,2023.0,N,Y,Y,2016,N,2,3,4,Yes
39,Donovan Mitchell,SG,21.5,UTA,78.0,2618.0,0.4345,14.05,0.6285000000000001,0.239,0.1925,0.112,0.08549999999999999,0.37150000000000005,0.485,0.6285000000000001,0.36150000000000004,0.427,0.426,0.351,0.2425,0.619,0.03,36.5,0.1125,0.4335,2,0,2018,1628378.0,Donovan,Mitchell,Donovan Mitchell,"Mitchell, Donovan",D. Mitchell,donovan-mitchell,1996-09-07T00:00:00,Louisville,USA,Louisville/USA,75.0,215.0,6.0,Guard,Active,Y,1610612739.0,donovan_mitchell,2017.0,2023.0,N,Y,Y,2017,N,3,3,3,No
40,Donte DiVincenzo,SG,22.5,MIL,46.5,965.5,0.42900000000000005,16.950000000000003,0.4235,0.2955,0.062,0.0315,0.0335,0.5765,0.625,0.747,0.151,0.3915,0.5,0.3005,0.6080000000000001,0.864,0.035500000000000004,10.0,0.1815,0.275,0,0,2019,1628978.0,Donte,DiVincenzo,Donte DiVincenzo,"DiVincenzo, Donte",D. DiVincenzo,donte-divincenzo,1997-01-31T00:00:00,Villanova,USA,Villanova/USA,76.0,203.0,5.0,Guard,Active,Y,1610612752.0,donte_divincenzo,2018.0,2023.0,Y,Y,Y,2018,N,2,3,3,No
41,Dragan Bender,PF,19.5,PHO,62.5,1321.5,0.37,18.05,0.354,0.1925,0.0805,0.022,0.059,0.646,0.4545,0.5754999999999999,0.4065,0.41700000000000004,0.1735,0.3215,0.5295000000000001,0.996,0.026000000000000002,7.0,0.271,0.3615,0,0,2017,1627733.0,Dragan,Bender,Dragan Bender,"Bender, Dragan",D. Bender,dragan-bender,1997-11-17T00:00:00,Maccabi Tel Aviv,Croatia,Maccabi Tel Aviv/Croatia,84.0,249.0,4.0,Forward,Inactive,N,0.0,dragan_bender,2016.0,2019.0,Y,Y,Y,2016,N,2,3,3,No
42,Dwight Powell,PF,23.5,TOT,49.0,614.0,0.478,9.7,0.891,0.4155,0.106,0.073,0.2965,0.109,0.507,0.711,0.125,0.5665,0.3415,0.199,0.8015,1.0,0.1265,21.5,0.324,0.333,0,0,2015,203939.0,Dwight,Powell,Dwight Powell,"Powell, Dwight",D. Powell,dwight-powell,1991-07-20T00:00:00,Stanford,Canada,Stanford/Canada,82.0,240.0,9.0,Forward-Center,Active,Y,1610612742.0,dwight_powell,2014.0,2023.0,Y,Y,Y,2014,N,2,2,3,Yes
43,Edmond Sumner,PG,22.5,IND,12.0,106.0,0.6719999999999999,6.75,0.7889999999999999,0.6875,0.047,0.0155,0.039,0.211,0.7025,0.6875,0.25,0.25,0.2,0.1295,0.3,0.4285,0.0,0.0,0.148,0.1875,0,0,2018,1628410.0,Edmond,Sumner,Edmond Sumner,"Sumner, Edmond",E. Sumner,edmond-sumner,1995-12-31T00:00:00,Xavier,USA,Xavier/USA,76.0,196.0,6.0,Guard,Inactive,Y,1610612751.0,edmond_sumner,2017.0,2022.0,Y,Y,Y,2017,N,1,1,4,Yes
